Kod;Nazwa;imigracja_2005;imigracja_2006;imigracja_2007;imigracja_2008;imigracja_2009;imigracja_2010;imigracja_2011;imigracja_2012;imigracja_2013;imigracja_2014;imigracja_2015;imigracja_2016;imigracja_2017;imigracja_2018;imigracja_2019;imigracja_2020;emigracja_2005;emigracja_2006;emigracja_2007;emigracja_2008;emigracja_2009;emigracja_2010;emigracja_2011;emigracja_2012;emigracja_2013;emigracja_2014;emigracja_2015;emigracja_2016;emigracja_2017;emigracja_2018;emigracja_2019;emigracja_2020;
1433053;Łochów (3);;;;;;;;;;;;3;1;0;1;;;;;;;;;;;;;1;1;2;0;;
1433054;Łochów - miasto (4);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;1;0;1;0;;
1433055;Łochów - obszar wiejski (5);;;;;;;;;;;;3;1;0;0;;;;;;;;;;;;;0;1;1;0;;
1433062;Miedzna (2);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;0;0;0;0;;
1433072;Sadowne (2);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;0;0;0;0;;
1433092;Wierzbno (2);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
1434000;Powiat wołomiński;43;25;33;47;32;36;55;45;40;46;0;71;77;103;121;;12;86;51;35;24;33;40;18;48;47;0;12;17;8;9;;
1434011;Kobyłka (1);;;;;;;;;;;;12;9;11;10;;;;;;;;;;;;;0;0;0;0;;
1434021;Marki (1);;;;;;;;;;;;27;13;28;42;;;;;;;;;;;;;2;0;4;1;;
1434031;Ząbki (1);;;;;;;;;;;;12;33;32;36;;;;;;;;;;;;;1;1;0;3;;
1434041;Zielonka (1);;;;;;;;;;;;1;1;9;9;;;;;;;;;;;;;0;0;1;0;;
1434062;Jadów (2);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
1434072;Klembów (2);;;;;;;;;;;;0;1;1;2;;;;;;;;;;;;;0;0;0;0;;
1434082;Poświętne (2);;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;0;0;0;0;;
1434093;Radzymin (3);;;;;;;;;;;;5;8;9;7;;;;;;;;;;;;;0;0;1;1;;
1434094;Radzymin - miasto (4);;;;;;;;;;;;3;7;7;5;;;;;;;;;;;;;0;0;1;1;;
1434095;Radzymin - obszar wiejski (5);;;;;;;;;;;;2;1;2;2;;;;;;;;;;;;;0;0;0;0;;
1434102;Strachówka (2);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;0;0;0;0;;
1434113;Tłuszcz (3);;;;;;;;;;;;2;1;2;1;;;;;;;;;;;;;1;0;0;1;;
1434114;Tłuszcz - miasto (4);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
1434115;Tłuszcz - obszar wiejski (5);;;;;;;;;;;;2;1;2;0;;;;;;;;;;;;;1;0;0;1;;
1434123;Wołomin (3);;;;;;;;;;;;11;10;9;11;;;;;;;;;;;;;8;16;2;3;;
1434124;Wołomin - miasto (4);;;;;;;;;;;;11;8;7;9;;;;;;;;;;;;;8;16;2;3;;
1434125;Wołomin - obszar wiejski (5);;;;;;;;;;;;0;2;2;2;;;;;;;;;;;;;0;0;0;0;;
1435000;Powiat wyszkowski;2;4;8;14;21;6;15;12;9;11;0;14;10;13;14;;0;20;29;20;6;7;7;2;8;7;0;5;0;0;2;;
1435012;Brańszczyk (2);;;;;;;;;;;;2;2;2;2;;;;;;;;;;;;;5;0;0;2;;
1435022;Długosiodło (2);;;;;;;;;;;;1;1;2;0;;;;;;;;;;;;;0;0;0;0;;
1435032;Rząśnik (2);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;0;0;0;0;;
1435042;Somianka (2);;;;;;;;;;;;2;0;0;2;;;;;;;;;;;;;0;0;0;0;;
1435053;Wyszków (3);;;;;;;;;;;;7;7;9;10;;;;;;;;;;;;;0;0;0;0;;
1435054;Wyszków - miasto (4);;;;;;;;;;;;4;7;9;7;;;;;;;;;;;;;0;0;0;0;;
1435055;Wyszków - obszar wiejski (5);;;;;;;;;;;;3;0;0;3;;;;;;;;;;;;;0;0;0;0;;
1435062;Zabrodzie (2);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;0;0;0;0;;
1436000;Powiat zwoleński;0;3;2;3;3;0;2;3;3;10;0;11;12;3;7;;0;2;8;4;3;2;1;3;11;8;0;4;3;1;0;;
1436012;Kazanów (2);;;;;;;;;;;;0;0;0;3;;;;;;;;;;;;;0;1;0;0;;
1436032;Przyłęk (2);;;;;;;;;;;;5;1;0;0;;;;;;;;;;;;;0;0;0;0;;
1436042;Tczów (2);;;;;;;;;;;;1;1;1;0;;;;;;;;;;;;;0;0;0;0;;
1436053;Zwoleń (3);;;;;;;;;;;;5;10;2;4;;;;;;;;;;;;;4;2;1;0;;
1436054;Zwoleń - miasto (4);;;;;;;;;;;;2;6;1;2;;;;;;;;;;;;;4;1;1;0;;
1436055;Zwoleń - obszar wiejski (5);;;;;;;;;;;;3;4;1;2;;;;;;;;;;;;;0;1;0;0;;
1437000;Powiat żuromiński;1;3;3;6;2;2;3;5;3;2;0;8;5;2;8;;0;12;1;12;6;1;2;4;11;5;0;3;7;2;7;;
1437013;Bieżuń (3);;;;;;;;;;;;0;2;0;2;;;;;;;;;;;;;1;0;0;0;;
1437014;Bieżuń - miasto (4);;;;;;;;;;;;0;2;0;2;;;;;;;;;;;;;0;0;0;0;;
1437015;Bieżuń - obszar wiejski (5);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;0;0;0;;
1437022;Kuczbork-Osada (2);;;;;;;;;;;;1;0;0;2;;;;;;;;;;;;;0;0;0;1;;
1437032;Lubowidz (2);;;;;;;;;;;;1;1;2;;;;;;;;;;;;;;0;0;0;;;
1437042;Lutocin (2);;;;;;;;;;;;1;0;0;3;;;;;;;;;;;;;0;0;0;0;;
1437063;Żuromin (3);;;;;;;;;;;;5;2;0;1;;;;;;;;;;;;;2;7;2;6;;
1437064;Żuromin - miasto (4);;;;;;;;;;;;3;1;0;1;;;;;;;;;;;;;2;7;1;5;;
1437065;Żuromin - obszar wiejski (5);;;;;;;;;;;;2;1;0;0;;;;;;;;;;;;;0;0;1;1;;
1438000;Powiat żyrardowski;3;7;7;12;14;11;13;13;9;10;0;14;9;23;29;;0;23;20;12;12;8;15;15;52;27;0;28;28;21;16;;
1438011;Żyrardów (1);;;;;;;;;;;;7;5;13;22;;;;;;;;;;;;;23;28;20;14;;
1438023;Mszczonów (3);;;;;;;;;;;;1;2;1;2;;;;;;;;;;;;;0;0;0;0;;
1438024;Mszczonów - miasto (4);;;;;;;;;;;;1;2;0;1;;;;;;;;;;;;;0;0;0;0;;
1438025;Mszczonów - obszar wiejski (5);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;0;0;0;0;;
1438032;Puszcza Mariańska (2);;;;;;;;;;;;0;2;0;4;;;;;;;;;;;;;0;0;0;1;;
1438042;Radziejowice (2);;;;;;;;;;;;6;0;5;0;;;;;;;;;;;;;0;0;0;1;;
1438052;Wiskitki (2);;;;;;;;;;;;0;0;4;1;;;;;;;;;;;;;5;0;1;0;;
1461000;Powiat m.Ostrołęka;14;26;27;13;26;15;13;9;10;59;0;10;9;14;11;;23;81;38;40;14;18;24;25;12;21;0;0;0;1;0;;
1461011;Ostrołęka (1);;;;;;;;;;;;10;9;14;11;;;;;;;;;;;;;0;0;1;0;;
1462000;Powiat m.Płock;18;31;22;30;30;21;25;17;15;20;0;24;23;21;18;;4;59;52;40;24;20;21;15;32;31;0;6;5;2;1;;
1462011;Płock (1);;;;;;;;;;;;24;23;21;18;;;;;;;;;;;;;6;5;2;1;;
1463000;Powiat m.Radom;41;24;23;24;36;24;34;27;22;30;0;117;66;51;53;;19;44;80;34;2;6;10;4;45;66;0;13;2;7;8;;
1463011;Radom (1);;;;;;;;;;;;117;66;51;53;;;;;;;;;;;;;13;2;7;8;;
1464000;Powiat m.Siedlce;10;13;12;45;20;9;22;20;12;17;0;21;18;23;29;;24;54;40;27;10;15;18;29;25;24;0;2;1;1;3;;
1464011;Siedlce (1);;;;;;;;;;;;21;18;23;29;;;;;;;;;;;;;2;1;1;3;;
1465000;Powiat m. st. Warszawa;546;858;749;765;793;755;805;770;712;683;0;1194;1085;1431;1519;;266;1038;646;434;313;307;382;515;608;640;0;150;193;258;204;;
1465011;M.st.Warszawa od 2002 (1);;;;;;;;;;;;1194;1085;1431;1519;;;;;;;;;;;;;150;193;258;204;;
1465028;Bemowo - dzielnica (8);;;;;;;;;;;;44;50;56;64;;;;;;;;;;;;;14;21;15;12;;
1465038;Białołęka - dzielnica (8);;;;;;;;;;;;64;56;110;147;;;;;;;;;;;;;19;15;17;17;;
1465048;Bielany - dzielnica (8);;;;;;;;;;;;61;49;73;74;;;;;;;;;;;;;7;16;11;13;;
1465058;Mokotów - dzielnica (8);;;;;;;;;;;;178;175;244;286;;;;;;;;;;;;;19;33;46;39;;
1465068;Ochota - dzielnica (8);;;;;;;;;;;;103;125;121;107;;;;;;;;;;;;;7;9;31;10;;
1465078;Praga-Południe - dzielnica (8);;;;;;;;;;;;99;94;100;122;;;;;;;;;;;;;13;11;20;18;;
1465088;Praga-Północ - dzielnica (8);;;;;;;;;;;;43;20;25;33;;;;;;;;;;;;;12;13;6;2;;
1465098;Rembertów - dzielnica (8);;;;;;;;;;;;11;8;13;10;;;;;;;;;;;;;0;1;1;3;;
1465108;Śródmieście - dzielnica (8);;;;;;;;;;;;97;83;98;107;;;;;;;;;;;;;17;13;23;22;;
1465118;Targówek - dzielnica (8);;;;;;;;;;;;44;60;52;67;;;;;;;;;;;;;7;6;2;6;;
1465128;Ursus - dzielnica (8);;;;;;;;;;;;26;36;62;51;;;;;;;;;;;;;6;6;9;6;;
1465138;Ursynów - dzielnica (8);;;;;;;;;;;;112;89;92;105;;;;;;;;;;;;;9;22;17;24;;
1465148;Wawer - dzielnica (8);;;;;;;;;;;;26;21;40;43;;;;;;;;;;;;;2;3;9;5;;
1465158;Wesoła - dzielnica (8);;;;;;;;;;;;5;16;12;8;;;;;;;;;;;;;1;0;4;2;;
1465168;Wilanów - dzielnica (8);;;;;;;;;;;;98;64;97;76;;;;;;;;;;;;;14;9;19;6;;
1465178;Włochy - dzielnica (8);;;;;;;;;;;;41;39;63;54;;;;;;;;;;;;;1;3;4;3;;
1465188;Wola - dzielnica (8);;;;;;;;;;;;104;80;131;131;;;;;;;;;;;;;1;5;9;9;;
1465198;Żoliborz - dzielnica (8);;;;;;;;;;;;38;20;42;34;;;;;;;;;;;;;1;7;15;7;;
1600000;OPOLSKIE;862;831;1068;889;1010;726;724;561;495;591;0;362;401;454;497;;3414;4792;4385;3785;2117;1848;2318;2297;2934;2160;0;1006;880;1038;942;;
1601000;Powiat brzeski;23;39;82;71;53;38;34;32;24;43;0;29;28;27;45;;33;238;139;84;72;63;58;72;141;149;0;45;9;20;23;;
1601011;Brzeg (1);;;;;;;;;;;;11;12;13;18;;;;;;;;;;;;;0;1;0;2;;
1601022;Skarbimierz (2);;;;;;;;;;;;3;4;3;5;;;;;;;;;;;;;11;3;1;6;;
1601033;Grodków (3);;;;;;;;;;;;1;9;4;9;;;;;;;;;;;;;8;0;3;1;;
1601034;Grodków - miasto (4);;;;;;;;;;;;1;6;3;5;;;;;;;;;;;;;3;0;0;0;;
1601035;Grodków - obszar wiejski (5);;;;;;;;;;;;0;3;1;4;;;;;;;;;;;;;5;0;3;1;;
1601043;Lewin Brzeski (3);;;;;;;;;;;;6;1;2;11;;;;;;;;;;;;;24;3;15;14;;
1601044;Lewin Brzeski - miasto (4);;;;;;;;;;;;2;1;1;6;;;;;;;;;;;;;17;2;8;8;;
1601045;Lewin Brzeski - obszar wiejski (5);;;;;;;;;;;;4;0;1;5;;;;;;;;;;;;;7;1;7;6;;
1601052;Lubsza (2);;;;;;;;;;;;6;1;4;0;;;;;;;;;;;;;1;2;1;0;;
1601062;Olszanka (2);;;;;;;;;;;;2;1;1;2;;;;;;;;;;;;;1;0;0;0;;
1602000;Powiat głubczycki;19;25;26;28;36;27;26;16;17;39;0;6;13;16;19;;75;104;93;94;53;41;68;46;106;58;0;21;12;32;31;;
1602013;Baborów (3);;;;;;;;;;;;1;3;2;2;;;;;;;;;;;;;6;4;9;16;;
1602014;Baborów - miasto (4);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;5;2;6;3;;
1602015;Baborów - obszar wiejski (5);;;;;;;;;;;;1;3;1;2;;;;;;;;;;;;;1;2;3;13;;
1602022;Branice (2);;;;;;;;;;;;1;1;1;4;;;;;;;;;;;;;6;3;16;7;;
1602033;Głubczyce (3);;;;;;;;;;;;4;5;10;10;;;;;;;;;;;;;0;0;0;2;;
1602034;Głubczyce - miasto (4);;;;;;;;;;;;2;3;7;8;;;;;;;;;;;;;0;0;0;1;;
1602035;Głubczyce - obszar wiejski (5);;;;;;;;;;;;2;2;3;2;;;;;;;;;;;;;0;0;0;1;;
1602043;Kietrz (3);;;;;;;;;;;;0;4;3;3;;;;;;;;;;;;;9;5;7;6;;
1602044;Kietrz - miasto (4);;;;;;;;;;;;0;2;0;2;;;;;;;;;;;;;9;0;2;5;;
1602045;Kietrz - obszar wiejski (5);;;;;;;;;;;;0;2;3;1;;;;;;;;;;;;;0;5;5;1;;
1603000;Powiat kędzierzyńsko-kozielski;95;96;74;89;84;70;67;54;55;69;0;30;36;35;34;;519;494;503;425;244;307;303;273;314;231;0;155;183;198;200;;
1603011;Kędzierzyn-Koźle (1);;;;;;;;;;;;17;25;24;25;;;;;;;;;;;;;96;108;121;117;;
1603022;Bierawa (2);;;;;;;;;;;;1;4;2;0;;;;;;;;;;;;;0;15;13;25;;
1603032;Cisek (2);;;;;;;;;;;;3;1;4;2;;;;;;;;;;;;;19;16;10;5;;
1603042;Pawłowiczki (2);;;;;;;;;;;;4;3;1;0;;;;;;;;;;;;;0;15;14;17;;
1603052;Polska Cerekiew (2);;;;;;;;;;;;0;1;2;3;;;;;;;;;;;;;9;14;19;9;;
1603062;Reńska Wieś (2);;;;;;;;;;;;5;2;2;4;;;;;;;;;;;;;31;15;21;27;;
1604000;Powiat kluczborski;46;42;75;67;70;39;53;28;32;63;0;19;9;31;18;;200;253;241;357;137;98;118;161;180;111;0;19;11;22;27;;
1604013;Byczyna (3);;;;;;;;;;;;3;0;5;3;;;;;;;;;;;;;18;8;20;27;;
1604014;Byczyna - miasto (4);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;3;9;15;;
1604015;Byczyna - obszar wiejski (5);;;;;;;;;;;;3;0;5;3;;;;;;;;;;;;;16;5;11;12;;
1604023;Kluczbork (3);;;;;;;;;;;;10;2;14;10;;;;;;;;;;;;;0;0;1;0;;
1604024;Kluczbork - miasto (4);;;;;;;;;;;;9;1;13;6;;;;;;;;;;;;;0;0;0;0;;
1604025;Kluczbork - obszar wiejski (5);;;;;;;;;;;;1;1;1;4;;;;;;;;;;;;;0;0;1;0;;
1604032;Lasowice Wielkie (2);;;;;;;;;;;;3;2;1;2;;;;;;;;;;;;;0;0;0;0;;
1604043;Wołczyn (3);;;;;;;;;;;;3;5;11;3;;;;;;;;;;;;;1;3;1;0;;
1604044;Wołczyn - miasto (4);;;;;;;;;;;;0;2;4;1;;;;;;;;;;;;;1;0;0;0;;
1604045;Wołczyn - obszar wiejski (5);;;;;;;;;;;;3;3;7;2;;;;;;;;;;;;;0;3;1;0;;
1605000;Powiat krapkowicki;107;107;119;83;133;77;68;47;35;56;0;40;30;25;26;;474;496;511;423;201;189;289;273;251;190;0;119;114;124;94;;
1605013;Gogolin (3);;;;;;;;;;;;3;1;6;5;;;;;;;;;;;;;8;13;31;30;;
1605014;Gogolin - miasto (4);;;;;;;;;;;;1;0;1;2;;;;;;;;;;;;;4;4;12;19;;
1605015;Gogolin - obszar wiejski (5);;;;;;;;;;;;2;1;5;3;;;;;;;;;;;;;4;9;19;11;;
1605023;Krapkowice (3);;;;;;;;;;;;25;8;8;5;;;;;;;;;;;;;70;66;64;36;;
1605024;Krapkowice - miasto (4);;;;;;;;;;;;16;4;5;5;;;;;;;;;;;;;49;47;49;30;;
1605025;Krapkowice - obszar wiejski (5);;;;;;;;;;;;9;4;3;0;;;;;;;;;;;;;21;19;15;6;;
1605032;Strzeleczki (2);;;;;;;;;;;;5;6;1;4;;;;;;;;;;;;;6;6;15;8;;
1605042;Walce (2);;;;;;;;;;;;0;7;2;2;;;;;;;;;;;;;13;28;12;15;;
1605053;Zdzieszowice (3);;;;;;;;;;;;7;8;8;10;;;;;;;;;;;;;22;1;2;5;;
1605054;Zdzieszowice - miasto (4);;;;;;;;;;;;5;5;5;5;;;;;;;;;;;;;20;1;2;4;;
1605055;Zdzieszowice - obszar wiejski (5);;;;;;;;;;;;2;3;3;5;;;;;;;;;;;;;2;0;0;1;;
1606000;Powiat namysłowski;10;20;31;20;33;26;19;23;12;13;0;8;11;11;12;;40;111;69;49;38;30;41;42;53;72;0;12;9;18;26;;
1606012;Domaszowice (2);;;;;;;;;;;;2;0;1;0;;;;;;;;;;;;;0;1;1;0;;
1606023;Namysłów (3);;;;;;;;;;;;3;6;5;11;;;;;;;;;;;;;1;4;4;3;;
1606024;Namysłów - miasto (4);;;;;;;;;;;;2;3;2;8;;;;;;;;;;;;;1;4;3;2;;
1606025;Namysłów - obszar wiejski (5);;;;;;;;;;;;1;3;3;3;;;;;;;;;;;;;0;0;1;1;;
1606032;Pokój (2);;;;;;;;;;;;1;1;2;1;;;;;;;;;;;;;2;3;4;17;;
1606042;Świerczów (2);;;;;;;;;;;;0;0;2;0;;;;;;;;;;;;;0;0;0;0;;
1606052;Wilków (2);;;;;;;;;;;;2;4;1;0;;;;;;;;;;;;;9;1;9;6;;
1607000;Powiat nyski;50;66;103;104;127;85;79;66;54;64;0;66;42;71;83;;177;535;317;312;145;134;169;162;266;202;0;103;74;73;75;;
1607013;Głuchołazy (3);;;;;;;;;;;;20;5;10;15;;;;;;;;;;;;;25;2;0;0;;
1607014;Głuchołazy - miasto (4);;;;;;;;;;;;11;5;4;6;;;;;;;;;;;;;17;0;0;0;;
1607015;Głuchołazy - obszar wiejski (5);;;;;;;;;;;;9;0;6;9;;;;;;;;;;;;;8;2;0;0;;
1607022;Kamiennik (2);;;;;;;;;;;;1;1;1;0;;;;;;;;;;;;;0;0;0;0;;
1607033;Korfantów (3);;;;;;;;;;;;2;1;7;2;;;;;;;;;;;;;15;10;13;16;;
1607034;Korfantów - miasto (4);;;;;;;;;;;;1;0;2;2;;;;;;;;;;;;;2;2;1;3;;
1607035;Korfantów - obszar wiejski (5);;;;;;;;;;;;1;1;5;0;;;;;;;;;;;;;13;8;12;13;;
1607042;Łambinowice (2);;;;;;;;;;;;4;4;7;5;;;;;;;;;;;;;12;12;7;1;;
1607053;Nysa (3);;;;;;;;;;;;33;24;26;39;;;;;;;;;;;;;34;36;28;28;;
1607054;Nysa - miasto (4);;;;;;;;;;;;23;16;18;24;;;;;;;;;;;;;20;34;23;23;;
1607055;Nysa - obszar wiejski (5);;;;;;;;;;;;10;8;8;15;;;;;;;;;;;;;14;2;5;5;;
1607063;Otmuchów (3);;;;;;;;;;;;2;2;12;13;;;;;;;;;;;;;11;10;11;13;;
1607064;Otmuchów - miasto (4);;;;;;;;;;;;1;1;5;4;;;;;;;;;;;;;7;2;5;9;;
1607065;Otmuchów - obszar wiejski (5);;;;;;;;;;;;1;1;7;9;;;;;;;;;;;;;4;8;6;4;;
1607073;Paczków (3);;;;;;;;;;;;2;2;6;5;;;;;;;;;;;;;1;4;13;8;;
1607074;Paczków - miasto (4);;;;;;;;;;;;1;0;2;3;;;;;;;;;;;;;0;0;9;6;;
1607075;Paczków - obszar wiejski (5);;;;;;;;;;;;1;2;4;2;;;;;;;;;;;;;1;4;4;2;;
1607082;Pakosławice (2);;;;;;;;;;;;2;2;1;1;;;;;;;;;;;;;0;0;1;0;;
1607092;Skoroszyce (2);;;;;;;;;;;;0;1;1;3;;;;;;;;;;;;;5;0;0;9;;
1608000;Powiat oleski;67;53;82;62;60;50;49;41;29;25;0;31;27;29;21;;328;389;344;258;132;119;143;175;178;135;0;56;43;75;54;;
1608013;Dobrodzień (3);;;;;;;;;;;;3;6;12;3;;;;;;;;;;;;;17;24;47;7;;
1608014;Dobrodzień - miasto (4);;;;;;;;;;;;3;4;3;2;;;;;;;;;;;;;6;5;10;3;;
1608015;Dobrodzień - obszar wiejski (5);;;;;;;;;;;;0;2;9;1;;;;;;;;;;;;;11;19;37;4;;
1608023;Gorzów Śląski (3);;;;;;;;;;;;1;3;3;2;;;;;;;;;;;;;4;1;9;7;;
1608024;Gorzów Śląski - miasto (4);;;;;;;;;;;;0;2;1;0;;;;;;;;;;;;;1;0;3;3;;
1608025;Gorzów Śląski - obszar wiejski (5);;;;;;;;;;;;1;1;2;2;;;;;;;;;;;;;3;1;6;4;;
1608033;Olesno (3);;;;;;;;;;;;14;9;8;7;;;;;;;;;;;;;4;2;2;4;;
1608034;Olesno - miasto (4);;;;;;;;;;;;6;6;7;3;;;;;;;;;;;;;0;0;0;2;;
1608035;Olesno - obszar wiejski (5);;;;;;;;;;;;8;3;1;4;;;;;;;;;;;;;4;2;2;2;;
1608043;Praszka (3);;;;;;;;;;;;2;5;3;7;;;;;;;;;;;;;6;1;1;10;;
1608044;Praszka - miasto (4);;;;;;;;;;;;1;0;2;6;;;;;;;;;;;;;4;1;1;6;;
1608045;Praszka - obszar wiejski (5);;;;;;;;;;;;1;5;1;1;;;;;;;;;;;;;2;0;0;4;;
1608052;Radłów (2);;;;;;;;;;;;3;2;2;1;;;;;;;;;;;;;18;10;5;14;;
1608062;Rudniki (2);;;;;;;;;;;;3;1;1;0;;;;;;;;;;;;;6;1;3;6;;
1608072;Zębowice (2);;;;;;;;;;;;5;1;0;1;;;;;;;;;;;;;1;4;8;6;;
1609000;Powiat opolski;174;152;228;160;165;124;121;104;79;79;0;43;53;42;79;;594;943;878;667;399;295;467;465;584;418;0;176;179;198;174;;
1609012;Chrząstowice (2);;;;;;;;;;;;5;7;2;8;;;;;;;;;;;;;7;11;34;30;;
1609022;Dąbrowa (2);;;;;;;;;;;;3;2;3;0;;;;;;;;;;;;;1;1;0;0;;
1609032;Dobrzeń Wielki (2);;;;;;;;;;;;4;4;4;5;;;;;;;;;;;;;42;46;41;51;;
1609042;Komprachcice (2);;;;;;;;;;;;0;0;5;18;;;;;;;;;;;;;55;27;32;41;;
1609052;Łubniany (2);;;;;;;;;;;;1;1;1;8;;;;;;;;;;;;;19;39;34;0;;
1609062;Murów (2);;;;;;;;;;;;2;3;5;3;;;;;;;;;;;;;14;16;8;16;;
1609073;Niemodlin (3);;;;;;;;;;;;7;6;3;12;;;;;;;;;;;;;8;9;15;10;;
1609074;Niemodlin - miasto (4);;;;;;;;;;;;3;3;2;4;;;;;;;;;;;;;6;3;11;5;;
1609075;Niemodlin - obszar wiejski (5);;;;;;;;;;;;4;3;1;8;;;;;;;;;;;;;2;6;4;5;;
1609083;Ozimek (3);;;;;;;;;;;;5;11;6;6;;;;;;;;;;;;;15;23;0;2;;
1609084;Ozimek - miasto (4);;;;;;;;;;;;2;5;4;2;;;;;;;;;;;;;2;6;0;1;;
1609085;Ozimek - obszar wiejski (5);;;;;;;;;;;;3;6;2;4;;;;;;;;;;;;;13;17;0;1;;
1609092;Popielów (2);;;;;;;;;;;;5;1;5;5;;;;;;;;;;;;;2;1;28;18;;
1609103;Prószków (3);;;;;;;;;;;;0;11;1;3;;;;;;;;;;;;;13;5;6;6;;
1609104;Prószków - miasto (4);;;;;;;;;;;;0;2;1;2;;;;;;;;;;;;;5;0;1;2;;
1609105;Prószków - obszar wiejski (5);;;;;;;;;;;;0;9;0;1;;;;;;;;;;;;;8;5;5;4;;
1609112;Tarnów Opolski (2);;;;;;;;;;;;4;2;3;5;;;;;;;;;;;;;0;0;0;0;;
1609122;Tułowice (2);;;;;;;;;;;;3;2;;;;;;;;;;;;;;;0;1;;;;
1609123;Tułowice (3);;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;0;0;;
1609124;Tułowice - miasto (4);;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;0;0;;
1609132;Turawa (2);;;;;;;;;;;;4;3;2;3;;;;;;;;;;;;;0;0;0;0;;
1610000;Powiat prudnicki;66;52;49;67;80;62;49;39;23;31;0;21;33;32;35;;247;357;427;249;203;138;179;110;199;115;0;40;32;73;57;;
1610013;Biała (3);;;;;;;;;;;;4;6;9;14;;;;;;;;;;;;;9;9;27;21;;
1610014;Biała - miasto (4);;;;;;;;;;;;0;0;2;2;;;;;;;;;;;;;1;1;7;6;;
1610015;Biała - obszar wiejski (5);;;;;;;;;;;;4;6;7;12;;;;;;;;;;;;;8;8;20;15;;
1610023;Głogówek (3);;;;;;;;;;;;3;8;7;5;;;;;;;;;;;;;29;21;42;25;;
1610024;Głogówek - miasto (4);;;;;;;;;;;;2;2;4;3;;;;;;;;;;;;;15;14;26;15;;
1610025;Głogówek - obszar wiejski (5);;;;;;;;;;;;1;6;3;2;;;;;;;;;;;;;14;7;16;10;;
1610032;Lubrza (2);;;;;;;;;;;;0;2;4;5;;;;;;;;;;;;;1;1;4;8;;
1610043;Prudnik (3);;;;;;;;;;;;14;17;12;11;;;;;;;;;;;;;1;1;0;3;;
1610044;Prudnik - miasto (4);;;;;;;;;;;;12;12;11;8;;;;;;;;;;;;;0;1;0;3;;
1610045;Prudnik - obszar wiejski (5);;;;;;;;;;;;2;5;1;3;;;;;;;;;;;;;1;0;0;0;;
1611000;Powiat strzelecki;122;100;112;88;94;80;86;53;77;58;0;40;63;53;42;;420;581;658;636;351;323;358;344;485;325;0;239;203;196;157;;
1611012;Izbicko (2);;;;;;;;;;;;0;4;2;2;;;;;;;;;;;;;0;0;0;0;;
1611022;Jemielnica (2);;;;;;;;;;;;3;4;5;5;;;;;;;;;;;;;9;15;14;20;;
1611033;Kolonowskie (3);;;;;;;;;;;;8;6;2;0;;;;;;;;;;;;;25;40;2;4;;
1611034;Kolonowskie - miasto (4);;;;;;;;;;;;7;6;1;0;;;;;;;;;;;;;16;25;1;3;;
1611035;Kolonowskie - obszar wiejski (5);;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;9;15;1;1;;
1611043;Leśnica (3);;;;;;;;;;;;4;7;4;2;;;;;;;;;;;;;24;23;48;22;;
1611044;Leśnica - miasto (4);;;;;;;;;;;;2;2;3;2;;;;;;;;;;;;;9;8;28;8;;
1611045;Leśnica - obszar wiejski (5);;;;;;;;;;;;2;5;1;0;;;;;;;;;;;;;15;15;20;14;;
1611053;Strzelce Opolskie (3);;;;;;;;;;;;13;24;30;20;;;;;;;;;;;;;89;66;66;52;;
1611054;Strzelce Opolskie - miasto (4);;;;;;;;;;;;7;13;21;11;;;;;;;;;;;;;37;30;26;11;;
1611055;Strzelce Opolskie - obszar wiejski (5);;;;;;;;;;;;6;11;9;9;;;;;;;;;;;;;52;36;40;41;;
1611063;Ujazd (3);;;;;;;;;;;;9;10;4;6;;;;;;;;;;;;;29;22;18;17;;
1611064;Ujazd - miasto (4);;;;;;;;;;;;4;0;0;0;;;;;;;;;;;;;4;7;4;3;;
1611065;Ujazd - obszar wiejski (5);;;;;;;;;;;;5;10;4;6;;;;;;;;;;;;;25;15;14;14;;
1611073;Zawadzkie (3);;;;;;;;;;;;3;8;6;7;;;;;;;;;;;;;63;37;48;42;;
1611074;Zawadzkie - miasto (4);;;;;;;;;;;;3;7;2;3;;;;;;;;;;;;;33;34;38;34;;
1611075;Zawadzkie - obszar wiejski (5);;;;;;;;;;;;0;1;4;4;;;;;;;;;;;;;30;3;10;8;;
