country;pop;year;value
Cameroon;total;1962;5398.729
Cameroon;males;1962;2658.084
Cameroon;females;1962;2740.646
Cameroon;rural;1962;4586.781
Cameroon;urban;1962;813.141
Cameroon;total;1963;5518.104
Cameroon;males;1963;2717.964
Cameroon;females;1963;2800.14
Cameroon;rural;1963;4656.566
Cameroon;urban;1963;863.766
Cameroon;total;1964;5643.036
Cameroon;males;1964;2780.673
Cameroon;females;1964;2862.366
Cameroon;rural;1964;4728.504
Cameroon;urban;1964;917.812
Cameroon;total;1965;5773.543
Cameroon;males;1965;2846.2
Cameroon;females;1965;2927.338
Cameroon;rural;1965;4802.52
Cameroon;urban;1965;975.314
Cameroon;total;1966;5909.882
Cameroon;males;1966;2914.709
Cameroon;females;1966;2995.165
Cameroon;rural;1966;4878.474
Cameroon;urban;1966;1036.649
Cameroon;total;1967;6052.42
Cameroon;males;1967;2986.367
Cameroon;females;1967;3066.052
Cameroon;rural;1967;4956.503
Cameroon;urban;1967;1102.036
Cameroon;total;1968;6201.413
Cameroon;males;1968;3061.246
Cameroon;females;1968;3140.164
Cameroon;rural;1968;5036.496
Cameroon;urban;1968;1171.786
Cameroon;total;1969;6357.092
Cameroon;males;1969;3139.415
Cameroon;females;1969;3217.681
Cameroon;rural;1969;5118.579
Cameroon;urban;1969;1245.99
Cameroon;total;1970;6519.762
Cameroon;males;1970;3220.976
Cameroon;females;1970;3298.778
Cameroon;rural;1970;5202.525
Cameroon;urban;1970;1325.11
Cameroon;total;1971;6689.662
Cameroon;males;1971;3306.05
Cameroon;females;1971;3383.609
Cameroon;rural;1971;5252.123
Cameroon;urban;1971;1445.622
Cameroon;total;1972;6867.178
Cameroon;males;1972;3394.823
Cameroon;females;1972;3472.347
Cameroon;rural;1972;5298.935
Cameroon;urban;1972;1576.293
Cameroon;total;1973;7052.849
Cameroon;males;1973;3487.631
Cameroon;females;1973;3565.216
Cameroon;rural;1973;5343.16
Cameroon;urban;1973;1717.443
Cameroon;total;1974;7247.287
Cameroon;males;1974;3584.834
Cameroon;females;1974;3662.45
Cameroon;rural;1974;5384.252
Cameroon;urban;1974;1870.216
Cameroon;total;1975;7451.054
Cameroon;males;1975;3686.771
Cameroon;females;1975;3764.286
Cameroon;rural;1975;5422.114
Cameroon;urban;1975;2035.248
Cameroon;total;1976;7664.406
Cameroon;males;1976;3793.565
Cameroon;females;1976;3870.833
Cameroon;rural;1976;5470.01
Cameroon;urban;1976;2199.435
Cameroon;total;1977;7887.56
Cameroon;males;1977;3905.332
Cameroon;females;1977;3982.239
Cameroon;rural;1977;5565.571
Cameroon;urban;1977;2325.398
Cameroon;total;1978;8121.084
Cameroon;males;1978;4022.335
Cameroon;females;1978;4098.746
Cameroon;rural;1978;5663.515
Cameroon;urban;1978;2459.014
Cameroon;total;1979;8365.567
Cameroon;males;1979;4144.865
Cameroon;females;1979;4220.695
Cameroon;rural;1979;5764.109
Cameroon;urban;1979;2600.726
Cameroon;total;1980;8621.406
Cameroon;males;1980;4273.118
Cameroon;females;1980;4348.291
Cameroon;rural;1980;5867.248
Cameroon;urban;1980;2751.106
Cameroon;total;1981;8888.535
Cameroon;males;1981;4407.047
Cameroon;females;1981;4481.487
Cameroon;rural;1981;5972.845
Cameroon;urban;1981;2910.171
Cameroon;total;1982;9166.816
Cameroon;males;1982;4546.592
Cameroon;females;1982;4620.221
Cameroon;rural;1982;6080.095
Cameroon;urban;1982;3078.471
Cameroon;total;1983;9456.494
Cameroon;males;1983;4691.862
Cameroon;females;1983;4764.634
Cameroon;rural;1983;6188.765
Cameroon;urban;1983;3256.238
Cameroon;total;1984;9757.841
Cameroon;males;1984;4842.965
Cameroon;females;1984;4914.884
Cameroon;rural;1984;6298.365
Cameroon;urban;1984;3443.898
Cameroon;total;1985;10070.806
Cameroon;males;1985;4999.861
Cameroon;females;1985;5070.945
Cameroon;rural;1985;6408.712
Cameroon;urban;1985;3641.311
Cameroon;total;1986;10395.48
Cameroon;males;1986;5162.573
Cameroon;females;1986;5232.908
Cameroon;rural;1986;6519.147
Cameroon;urban;1986;3849.153
Cameroon;total;1987;10731.064
Cameroon;males;1987;5330.697
Cameroon;females;1987;5400.361
Cameroon;rural;1987;6637.966
Cameroon;urban;1987;4058.308
Cameroon;total;1988;11075.422
Cameroon;males;1988;5503.213
Cameroon;females;1988;5572.21
Cameroon;rural;1988;6783.354
Cameroon;urban;1988;4248.463
Cameroon;total;1989;11425.8
Cameroon;males;1989;5678.777
Cameroon;females;1989;5747.03
Cameroon;rural;1989;6927.664
Cameroon;urban;1989;4444.496
Cameroon;total;1990;11780.088
Cameroon;males;1990;5856.357
Cameroon;females;1990;5923.729
Cameroon;rural;1990;7069.277
Cameroon;urban;1990;4645.941
Cameroon;total;1991;12137.912
Cameroon;males;1991;6035.824
Cameroon;females;1991;6102.088
Cameroon;rural;1991;7208.065
Cameroon;urban;1991;4852.664
Cameroon;total;1992;12499.499
Cameroon;males;1992;6217.256
Cameroon;females;1992;6282.243
Cameroon;rural;1992;7344.014
Cameroon;urban;1992;5064.917
Cameroon;total;1993;12864.09
Cameroon;males;1993;6400.135
Cameroon;females;1993;6463.956
Cameroon;rural;1993;7476.814
Cameroon;urban;1993;5282.067
Cameroon;total;1994;13230.984
Cameroon;males;1994;6583.915
Cameroon;females;1994;6647.063
Cameroon;rural;1994;7605.596
Cameroon;urban;1994;5504.064
Cameroon;total;1995;13599.988
Cameroon;males;1995;6768.384
Cameroon;females;1995;6831.6
Cameroon;rural;1995;7730.283
Cameroon;urban;1995;5730.711
Cameroon;total;1996;13970.813
Cameroon;males;1996;6953.344
Cameroon;females;1996;7017.468
Cameroon;rural;1996;7850.517
Cameroon;urban;1996;5961.955
Cameroon;total;1997;14344.449
Cameroon;males;1997;7139.377
Cameroon;females;1997;7205.067
Cameroon;rural;1997;7967.381
Cameroon;urban;1997;6198.042
Cameroon;total;1998;14723.768
Cameroon;males;1998;7328.153
Cameroon;females;1998;7395.619
Cameroon;rural;1998;8082.587
Cameroon;urban;1998;6440.983
Cameroon;total;1999;15112.592
Cameroon;males;1999;7521.864
Cameroon;females;1999;7590.734
Cameroon;rural;1999;8198.9
Cameroon;urban;1999;6692.991
Cameroon;total;2000;15513.945
Cameroon;males;2000;7722.267
Cameroon;females;2000;7791.677
Cameroon;rural;2000;8318.116
Cameroon;urban;2000;6956.118
Cameroon;total;2001;15928.91
Cameroon;males;2001;7929.955
Cameroon;females;2001;7998.955
Cameroon;rural;2001;8441.086
Cameroon;urban;2001;7230.841
Cameroon;total;2002;16357.602
Cameroon;males;2002;8144.931
Cameroon;females;2002;8212.674
Cameroon;rural;2002;8567.125
Cameroon;urban;2002;7517.761
Cameroon;total;2003;16800.865
Cameroon;males;2003;8367.62
Cameroon;females;2003;8433.249
Cameroon;rural;2003;8696.474
Cameroon;urban;2003;7817.348
Cameroon;total;2004;17259.322
Cameroon;males;2004;8598.312
Cameroon;females;2004;8661.01
Cameroon;rural;2004;8828.9
Cameroon;urban;2004;8130.181
Cameroon;total;2005;17733.41
Cameroon;males;2005;8837.179
Cameroon;females;2005;8896.229
Cameroon;rural;2005;8964.62
Cameroon;urban;2005;8456.175
Cameroon;total;2006;18223.674
Cameroon;males;2006;9084.551
Cameroon;females;2006;9139.126
Cameroon;rural;2006;9103.242
Cameroon;urban;2006;8796.32
Cameroon;total;2007;18730.282
Cameroon;males;2007;9340.473
Cameroon;females;2007;9389.81
Cameroon;rural;2007;9244.465
Cameroon;urban;2007;9150.924
Cameroon;total;2008;19252.666
Cameroon;males;2008;9604.452
Cameroon;females;2008;9648.222
Cameroon;rural;2008;9387.386
Cameroon;urban;2008;9519.622
Cameroon;total;2009;19789.919
Cameroon;males;2009;9875.76
Cameroon;females;2009;9914.162
Cameroon;rural;2009;9530.836
Cameroon;urban;2009;9901.705
Cameroon;total;2010;20341.241
Cameroon;males;2010;10153.792
Cameroon;females;2010;10187.444
Cameroon;rural;2010;9673.887
Cameroon;urban;2010;10296.608
Cameroon;total;2011;20906.388
Cameroon;males;2011;10438.338
Cameroon;females;2011;10468.054
Cameroon;rural;2011;9816.164
Cameroon;urban;2011;10704.283
Cameroon;total;2012;21485.265
Cameroon;males;2012;10729.397
Cameroon;females;2012;10755.87
Cameroon;rural;2012;9957.503
Cameroon;urban;2012;11124.88
Cameroon;total;2013;22077.294
Cameroon;males;2013;11026.877
Cameroon;females;2013;11050.423
Cameroon;rural;2013;10097.48
Cameroon;urban;2013;11558.235
Cameroon;total;2014;22681.852
Cameroon;males;2014;11330.73
Cameroon;females;2014;11351.123
Cameroon;rural;2014;10235.717
Cameroon;urban;2014;12004.187
Cameroon;total;2015;23298.368
Cameroon;males;2015;11640.88
Cameroon;females;2015;11657.496
Cameroon;rural;2015;10371.907
Cameroon;urban;2015;12462.615
Cameroon;total;2016;23926.551
Cameroon;males;2016;11957.213
Cameroon;females;2016;11969.336
Cameroon;rural;2016;10505.784
Cameroon;urban;2016;12933.405
Cameroon;total;2017;24566.073
Cameroon;males;2017;12279.497
Cameroon;females;2017;12286.573
Cameroon;rural;2017;10637.19
Cameroon;urban;2017;13416.537
Cameroon;total;2018;25216.267
Cameroon;males;2018;12607.251
Cameroon;females;2018;12609.01
Cameroon;rural;2018;10766.102
Cameroon;urban;2018;13912.132
Canada;total;1950;13733.402
Canada;males;1950;6965.246
Canada;females;1950;6768.152
Canada;rural;1950;5363.407
Canada;urban;1950;8369.995
Canada;total;1951;14078.45
Canada;males;1951;7140.02
Canada;females;1951;6938.429
Canada;rural;1951;5401.974
Canada;urban;1951;8696.701
Canada;total;1952;14445.46
Canada;males;1952;7324.533
Canada;females;1952;7120.92
Canada;rural;1952;5400.568
Canada;urban;1952;9081.489
Canada;total;1953;14834.904
Canada;males;1953;7519.875
Canada;females;1953;7315.03
Canada;rural;1953;5400.193
Canada;urban;1953;9483.979
Canada;total;1954;15245.414
Canada;males;1954;7725.872
Canada;females;1954;7519.544
Canada;rural;1954;5399.526
Canada;urban;1954;9904.363
Canada;total;1955;15673.763
Canada;males;1955;7941.126
Canada;females;1955;7732.638
Canada;rural;1955;5397.53
Canada;urban;1955;10340.832
Canada;total;1956;16114.736
Canada;males;1956;8162.877
Canada;females;1956;7951.857
Canada;rural;1956;5396.927
Canada;urban;1956;10785.95
Canada;total;1957;16561.258
Canada;males;1957;8387.143
Canada;females;1957;8174.12
Canada;rural;1957;5444.792
Canada;urban;1957;11186.184
Canada;total;1958;17004.841
Canada;males;1958;8608.944
Canada;females;1958;8395.891
Canada;rural;1958;5486.678
Canada;urban;1958;11588.191
Canada;total;1959;17436.209
Canada;males;1959;8822.781
Canada;females;1959;8613.423
Canada;rural;1959;5520.222
Canada;urban;1959;11985.831
Canada;total;1960;17847.405
Canada;males;1960;9023.906
Canada;females;1960;8823.498
Canada;rural;1960;5543.353
Canada;urban;1960;12373.883
Canada;total;1961;18233.964
Canada;males;1961;9209.776
Canada;females;1961;9024.189
Canada;rural;1961;5552.002
Canada;urban;1961;12752.385
Canada;total;1962;18596.846
Canada;males;1962;9381.262
Canada;females;1962;9215.586
Canada;rural;1962;5508.282
Canada;urban;1962;13160.294
Canada;total;1963;18943.229
Canada;males;1963;9543.183
Canada;females;1963;9400.054
Canada;rural;1963;5456.441
Canada;urban;1963;13560.214
Canada;total;1964;19284.224
Canada;males;1964;9702.826
Canada;females;1964;9581.402
Canada;rural;1964;5399.798
Canada;urban;1964;13959.367
Canada;total;1965;19627.98
Canada;males;1965;9865.495
Canada;females;1965;9762.478
Canada;rural;1965;5341.419
Canada;urban;1965;14362.464
Canada;total;1966;19975.694
Canada;males;1966;10032.151
Canada;females;1966;9943.544
Canada;rural;1966;5285.211
Canada;urban;1966;14766.749
Canada;total;1967;20324.779
Canada;males;1967;10201.124
Canada;females;1967;10123.662
Canada;rural;1967;5272.648
Canada;urban;1967;15128.434
Canada;total;1968;20675.007
Canada;males;1968;10371.973
Canada;females;1968;10303.026
Canada;rural;1968;5258.016
Canada;urban;1968;15493.357
Canada;total;1969;21025.265
Canada;males;1969;10543.563
Canada;females;1969;10481.694
Canada;rural;1969;5241.657
Canada;urban;1969;15860.573
Canada;total;1970;21374.326
Canada;males;1970;10714.784
Canada;females;1970;10659.542
Canada;rural;1970;5222.987
Canada;urban;1970;16229.75
Canada;total;1971;21723.46
Canada;males;1971;10886.376
Canada;females;1971;10837.089
Canada;rural;1971;5213.352
Canada;urban;1971;16590.917
Canada;total;1972;22072.194
Canada;males;1972;11058.107
Canada;females;1972;11014.086
Canada;rural;1972;5323.943
Canada;urban;1972;16832.265
Canada;total;1973;22415.322
Canada;males;1973;11226.574
Canada;females;1973;11188.739
Canada;rural;1973;5434.207
Canada;urban;1973;17069.036
Canada;total;1974;22745.903
Canada;males;1974;11387.305
Canada;females;1974;11358.591
Canada;rural;1974;5542.497
Canada;urban;1974;17295.693
Canada;total;1975;23059.265
Canada;males;1975;11537.276
Canada;females;1975;11521.99
Canada;rural;1975;5647.556
Canada;urban;1975;17508.653
Canada;total;1976;23354.586
Canada;males;1976;11675.705
Canada;females;1976;11678.882
Canada;rural;1976;5746.074
Canada;urban;1976;17710.433
Canada;total;1977;23634.387
Canada;males;1977;11804.213
Canada;females;1977;11830.164
Canada;rural;1977;5806.413
Canada;urban;1977;17935.176
Canada;total;1978;23901.717
Canada;males;1978;11925.269
Canada;females;1978;11976.447
Canada;rural;1978;5863.448
Canada;urban;1978;18150.634
Canada;total;1979;24161.124
Canada;males;1979;12042.495
Canada;females;1979;12118.638
Canada;rural;1979;5918.197
Canada;urban;1979;18359.85
Canada;total;1980;24416.886
Canada;males;1980;12159.02
Canada;females;1980;12257.865
Canada;rural;1980;5971.615
Canada;urban;1980;18565.807
Canada;total;1981;24668.167
Canada;males;1981;12274.715
Canada;females;1981;12393.444
Canada;rural;1981;6021.17
Canada;urban;1981;18769.969
Canada;total;1982;24916.542
Canada;males;1982;12390.128
Canada;females;1982;12526.41
Canada;rural;1982;6041.423
Canada;urban;1982;18999.525
Canada;total;1983;25171.436
Canada;males;1983;12509.879
Canada;females;1983;12661.557
Canada;rural;1983;6062.513
Canada;urban;1983;19234.327
Canada;total;1984;25444.884
Canada;males;1984;12639.706
Canada;females;1984;12805.18
Canada;rural;1984;6087.422
Canada;urban;1984;19484.251
Canada;total;1985;25744.81
Canada;males;1985;12783.353
Canada;females;1985;12961.454
Canada;rural;1985;6118.242
Canada;urban;1985;19755.707
Canada;total;1986;26075.498
Canada;males;1986;12943.118
Canada;females;1986;13132.386
Canada;rural;1986;6158.496
Canada;urban;1986;20049.584
Canada;total;1987;26432.893
Canada;males;1987;13117.013
Canada;females;1987;13315.881
Canada;rural;1987;6238.17
Canada;urban;1987;20331.596
Canada;total;1988;26806.125
Canada;males;1988;13299.16
Canada;females;1988;13506.965
Canada;rural;1988;6321.539
Canada;urban;1988;20626.303
Canada;total;1989;27179.502
Canada;males;1989;13481.113
Canada;females;1989;13698.384
Canada;rural;1989;6404.834
Canada;urban;1989;20921.332
Canada;total;1990;27541.319
Canada;males;1990;13656.649
Canada;females;1990;13884.674
Canada;rural;1990;6485.207
Canada;urban;1990;21207.473
Canada;total;1991;27888.81
Canada;males;1991;13824.104
Canada;females;1991;14064.709
Canada;rural;1991;6556.875
Canada;urban;1991;21487.731
Canada;total;1992;28224.409
Canada;males;1992;13984.951
Canada;females;1992;14239.459
Canada;rural;1992;6560.417
Canada;urban;1992;21823.933
Canada;total;1993;28547.967
Canada;males;1993;14139.836
Canada;females;1993;14408.128
Canada;rural;1993;6560.045
Canada;urban;1993;22151.258
Canada;total;1994;28860.734
Canada;males;1994;14290.421
Canada;females;1994;14570.313
Canada;rural;1994;6555.733
Canada;urban;1994;22470.455
Canada;total;1995;29164.152
Canada;males;1995;14438.139
Canada;females;1995;14726.014
Canada;rural;1995;6547.941
Canada;urban;1995;22782.132
Canada;total;1996;29457.817
Canada;males;1996;14583.055
Canada;females;1996;14874.765
Canada;rural;1996;6531.267
Canada;urban;1996;23090.865
Canada;total;1997;29742.382
Canada;males;1997;14725.178
Canada;females;1997;15017.2
Canada;rural;1997;6477.047
Canada;urban;1997;23426.103
Canada;total;1998;30022.073
Canada;males;1998;14866.123
Canada;females;1998;15155.955
Canada;rural;1998;6420.704
Canada;urban;1998;23757.43
Canada;total;1999;30302.515
Canada;males;1999;15007.918
Canada;females;1999;15294.593
Canada;rural;1999;6363.929
Canada;urban;1999;24089.955
Canada;total;2000;30588.383
Canada;males;2000;15152.318
Canada;females;2000;15436.061
Canada;rural;2000;6307.7
Canada;urban;2000;24428.073
Canada;total;2001;30880.073
Canada;males;2001;15299.307
Canada;females;2001;15580.765
Canada;rural;2001;6263.924
Canada;urban;2001;24760.808
Canada;total;2002;31178.263
Canada;males;2002;15449.335
Canada;females;2002;15728.925
Canada;rural;2002;6299.155
Canada;urban;2002;25021.734
Canada;total;2003;31488.048
Canada;males;2003;15605.073
Canada;females;2003;15882.973
Canada;rural;2003;6336.148
Canada;urban;2003;25291.658
Canada;total;2004;31815.494
Canada;males;2004;15769.779
Canada;females;2004;16045.711
Canada;rural;2004;6375.632
Canada;urban;2004;25573.785
Canada;total;2005;32164.309
Canada;males;2005;15945.444
Canada;females;2005;16218.869
Canada;rural;2005;6418.127
Canada;urban;2005;25869.853
Canada;total;2006;32536.987
Canada;males;2006;16133.439
Canada;females;2006;16403.555
Canada;rural;2006;6459.512
Canada;urban;2006;26185.971
Canada;total;2007;32930.794
Canada;males;2007;16332.207
Canada;females;2007;16598.588
Canada;rural;2007;6473.183
Canada;urban;2007;26546.749
Canada;total;2008;33337.638
Canada;males;2008;16537.195
Canada;females;2008;16800.443
Canada;rural;2008;6487.802
Canada;urban;2008;26916.746
Canada;total;2009;33746.093
Canada;males;2009;16741.973
Canada;females;2009;17004.12
Canada;rural;2009;6501.752
Canada;urban;2009;27288.079
Canada;total;2010;34147.564
Canada;males;2010;16941.808
Canada;females;2010;17205.758
Canada;rural;2010;6513.437
Canada;urban;2010;27655.231
Canada;total;2011;34539.159
Canada;males;2011;17134.966
Canada;females;2011;17404.19
Canada;rural;2011;6529.238
Canada;urban;2011;28009.384
Canada;total;2012;34922.03
Canada;males;2012;17322.343
Canada;females;2012;17599.688
Canada;rural;2012;6583.389
Canada;urban;2012;28317.316
Canada;total;2013;35296.528
Canada;males;2013;17505.031
Canada;females;2013;17791.504
Canada;rural;2013;6635.934
Canada;urban;2013;28619.561
Canada;total;2014;35664.337
Canada;males;2014;17685.123
Canada;females;2014;17979.215
Canada;rural;2014;6687.15
Canada;urban;2014;28917.578
Canada;total;2015;36026.676
Canada;males;2015;17864.138
Canada;females;2015;18162.53
Canada;rural;2015;6737.308
Canada;urban;2015;29212.401
Canada;total;2016;36382.944
Canada;males;2016;18042.095
Canada;females;2016;18340.847
Canada;rural;2016;6786.28
Canada;urban;2016;29503.542
Canada;total;2017;36732.095
Canada;males;2017;18218.176
Canada;females;2017;18513.915
Canada;rural;2017;6830.253
Canada;urban;2017;29793.946
Canada;total;2018;37074.562
Canada;males;2018;18392.121
Canada;females;2018;18682.437
Canada;rural;2018;6869.269
Canada;urban;2018;30084.496
Cayman Islands;total;1950;6.417
Cayman Islands;rural;1950;0
Cayman Islands;urban;1950;6.417
Cayman Islands;total;1951;6.271
Cayman Islands;rural;1951;0
Cayman Islands;urban;1951;6.271
Cayman Islands;total;1952;6.245
Cayman Islands;rural;1952;0
Cayman Islands;urban;1952;6.245
Cayman Islands;total;1953;6.318
Cayman Islands;rural;1953;0
Cayman Islands;urban;1953;6.318
Cayman Islands;total;1954;6.467
Cayman Islands;rural;1954;0
Cayman Islands;urban;1954;6.467
Cayman Islands;total;1955;6.677
Cayman Islands;rural;1955;0
Cayman Islands;urban;1955;6.677
Cayman Islands;total;1956;6.92
Cayman Islands;rural;1956;0
Cayman Islands;urban;1956;6.92
Cayman Islands;total;1957;7.181
Cayman Islands;rural;1957;0
Cayman Islands;urban;1957;7.181
Cayman Islands;total;1958;7.432
Cayman Islands;rural;1958;0
Cayman Islands;urban;1958;7.432
Cayman Islands;total;1959;7.67
Cayman Islands;rural;1959;0
Cayman Islands;urban;1959;7.67
Cayman Islands;total;1960;7.865
Cayman Islands;rural;1960;0
Cayman Islands;urban;1960;7.865
Cayman Islands;total;1961;8.026
Cayman Islands;rural;1961;0
Cayman Islands;urban;1961;8.026
Cayman Islands;total;1962;8.146
Cayman Islands;rural;1962;0
Cayman Islands;urban;1962;8.146
Cayman Islands;total;1963;8.227
Cayman Islands;rural;1963;0
Cayman Islands;urban;1963;8.227
Cayman Islands;total;1964;8.298
Cayman Islands;rural;1964;0
Cayman Islands;urban;1964;8.298
Cayman Islands;total;1965;8.369
Cayman Islands;rural;1965;0
Cayman Islands;urban;1965;8.369
Cayman Islands;total;1966;8.441
Cayman Islands;rural;1966;0
Cayman Islands;urban;1966;8.441
Cayman Islands;total;1967;8.522
Cayman Islands;rural;1967;0
Cayman Islands;urban;1967;8.521
Cayman Islands;total;1968;8.631
Cayman Islands;rural;1968;0
Cayman Islands;urban;1968;8.631
Cayman Islands;total;1969;8.827
Cayman Islands;rural;1969;0
Cayman Islands;urban;1969;8.827
Cayman Islands;total;1970;9.144
Cayman Islands;rural;1970;0
Cayman Islands;urban;1970;9.144
Cayman Islands;total;1971;9.58
Cayman Islands;rural;1971;0
Cayman Islands;urban;1971;9.581
Cayman Islands;total;1972;10.133
Cayman Islands;rural;1972;0
Cayman Islands;urban;1972;10.136
Cayman Islands;total;1973;10.782
Cayman Islands;rural;1973;0
Cayman Islands;urban;1973;10.784
Cayman Islands;total;1974;11.491
Cayman Islands;rural;1974;0
Cayman Islands;urban;1974;11.498
Cayman Islands;total;1975;12.244
Cayman Islands;rural;1975;0
Cayman Islands;urban;1975;12.244
Cayman Islands;total;1976;13.025
Cayman Islands;rural;1976;0
Cayman Islands;urban;1976;13.022
Cayman Islands;total;1977;13.853
Cayman Islands;rural;1977;0
Cayman Islands;urban;1977;13.841
Cayman Islands;total;1978;14.683
Cayman Islands;rural;1978;0
Cayman Islands;urban;1978;14.661
Cayman Islands;total;1979;15.48
Cayman Islands;rural;1979;0
Cayman Islands;urban;1979;15.444
Cayman Islands;total;1980;16.212
Cayman Islands;rural;1980;0
Cayman Islands;urban;1980;16.162
Cayman Islands;total;1981;16.86
Cayman Islands;rural;1981;0
Cayman Islands;urban;1981;16.789
Cayman Islands;total;1982;17.439
Cayman Islands;rural;1982;0
Cayman Islands;urban;1982;17.356
Cayman Islands;total;1983;18.011
Cayman Islands;rural;1983;0
Cayman Islands;urban;1983;17.906
Cayman Islands;total;1984;18.67
Cayman Islands;rural;1984;0
Cayman Islands;urban;1984;18.543
Cayman Islands;total;1985;19.467
Cayman Islands;rural;1985;0
Cayman Islands;urban;1985;19.313
Cayman Islands;total;1986;20.43
Cayman Islands;rural;1986;0
Cayman Islands;urban;1986;20.251
Cayman Islands;total;1987;21.544
Cayman Islands;rural;1987;0
Cayman Islands;urban;1987;21.339
Cayman Islands;total;1988;22.761
Cayman Islands;rural;1988;0
Cayman Islands;urban;1988;22.538
Cayman Islands;total;1989;24.039
Cayman Islands;rural;1989;0
Cayman Islands;urban;1989;23.776
Cayman Islands;total;1990;25.312
Cayman Islands;rural;1990;0
Cayman Islands;urban;1990;25.01
Cayman Islands;total;1991;26.544
Cayman Islands;rural;1991;0
Cayman Islands;urban;1991;26.213
Cayman Islands;total;1992;27.78
Cayman Islands;rural;1992;0
Cayman Islands;urban;1992;27.404
Cayman Islands;total;1993;29.069
Cayman Islands;rural;1993;0
Cayman Islands;urban;1993;28.646
Cayman Islands;total;1994;30.514
Cayman Islands;rural;1994;0
Cayman Islands;urban;1994;30.055
Cayman Islands;total;1995;32.166
Cayman Islands;rural;1995;0
Cayman Islands;urban;1995;31.672
Cayman Islands;total;1996;34.065
Cayman Islands;rural;1996;0
Cayman Islands;urban;1996;33.536
Cayman Islands;total;1997;36.156
Cayman Islands;rural;1997;0
Cayman Islands;urban;1997;35.597
Cayman Islands;total;1998;38.329
Cayman Islands;rural;1998;0
Cayman Islands;urban;1998;37.74
Cayman Islands;total;1999;40.42
Cayman Islands;rural;1999;0
Cayman Islands;urban;1999;39.808
Cayman Islands;total;2000;42.303
Cayman Islands;rural;2000;0
Cayman Islands;urban;2000;41.687
Cayman Islands;total;2001;43.935
Cayman Islands;rural;2001;0
Cayman Islands;urban;2001;43.316
Cayman Islands;total;2002;45.351
Cayman Islands;rural;2002;0
Cayman Islands;urban;2002;44.738
Cayman Islands;total;2003;46.632
Cayman Islands;rural;2003;0
Cayman Islands;urban;2003;46.028
Cayman Islands;total;2004;47.902
Cayman Islands;rural;2004;0
Cayman Islands;urban;2004;47.299
Cayman Islands;total;2005;49.261
Cayman Islands;rural;2005;0
Cayman Islands;urban;2005;48.622
Cayman Islands;total;2006;50.74
Cayman Islands;rural;2006;0
Cayman Islands;urban;2006;50.031
Cayman Islands;total;2007;52.28
Cayman Islands;rural;2007;0
Cayman Islands;urban;2007;51.483
Cayman Islands;total;2008;53.836
Cayman Islands;rural;2008;0
Cayman Islands;urban;2008;52.926
Cayman Islands;total;2009;55.322
Cayman Islands;rural;2009;0
Cayman Islands;urban;2009;54.279
Cayman Islands;total;2010;56.672
Cayman Islands;rural;2010;0
Cayman Islands;urban;2010;55.507
Cayman Islands;total;2011;57.878
Cayman Islands;rural;2011;0
Cayman Islands;urban;2011;56.579
Cayman Islands;total;2012;58.958
Cayman Islands;rural;2012;0
Cayman Islands;urban;2012;57.523
Cayman Islands;total;2013;59.932
Cayman Islands;rural;2013;0
Cayman Islands;urban;2013;58.371
Cayman Islands;total;2014;60.848
Cayman Islands;rural;2014;0
Cayman Islands;urban;2014;59.172
Cayman Islands;total;2015;61.724
Cayman Islands;rural;2015;0
Cayman Islands;urban;2015;59.963
Cayman Islands;total;2016;62.569
Cayman Islands;rural;2016;0
Cayman Islands;urban;2016;60.765
Cayman Islands;total;2017;63.382
Cayman Islands;rural;2017;0
Cayman Islands;urban;2017;61.559
Cayman Islands;total;2018;64.174
Cayman Islands;rural;2018;0
Cayman Islands;urban;2018;62.348
Central African Republic;total;1950;1326.652
Central African Republic;males;1950;653.987
Central African Republic;females;1950;672.673
Central African Republic;rural;1950;1135.374
Central African Republic;urban;1950;191.278
Central African Republic;total;1951;1341.715
Central African Republic;males;1951;661.354
Central African Republic;females;1951;680.368
Central African Republic;rural;1951;1139.938
Central African Republic;urban;1951;199.902
Central African Republic;total;1952;1356.12
Central African Republic;males;1952;668.379
Central African Republic;females;1952;687.741
Central African Republic;rural;1952;1144.54
Central African Republic;urban;1952;208.93
Central African Republic;total;1953;1370.517
Central African Republic;males;1953;675.397
Central African Republic;females;1953;695.119
Central African Republic;rural;1953;1149.408
Central African Republic;urban;1953;218.389
Central African Republic;total;1954;1385.452
Central African Republic;males;1954;682.672
Central African Republic;females;1954;702.782
Central African Republic;rural;1954;1154.704
Central African Republic;urban;1954;228.369
Central African Republic;total;1955;1401.341
Central African Republic;males;1955;690.413
Central African Republic;females;1955;710.924
Central African Republic;rural;1955;1160.57
Central African Republic;urban;1955;238.917
Central African Republic;total;1956;1418.481
Central African Republic;males;1956;698.778
Central African Republic;females;1956;719.705
Central African Republic;rural;1956;1167.113
Central African Republic;urban;1956;250.105
Central African Republic;total;1957;1437.055
Central African Republic;males;1957;707.846
Central African Republic;females;1957;729.216
Central African Republic;rural;1957;1174.437
Central African Republic;urban;1957;261.954
Central African Republic;total;1958;1457.121
Central African Republic;males;1958;717.645
Central African Republic;females;1958;739.475
Central African Republic;rural;1958;1182.559
Central African Republic;urban;1958;274.554
Central African Republic;total;1959;1478.677
Central African Republic;males;1959;728.186
Central African Republic;females;1959;750.491
Central African Republic;rural;1959;1191.52
